,label,area,perimeter,max_intensity,mean_intensity,min_intensity,solidity,minor_axis_length,major_axis_length,eccentricity,bbox-0,bbox-1,bbox-2,bbox-3,q1_intensity,q2_intensity,q3_intensity,filename,cl,noncompactness,q1q2,mima,im_id,schistocyt,cls
81,82,28.616168080499992,22.0780738206656,202,184.6273791397031,171,0.9518978168312348,5.214541256822647,7.28988339990756,0.6988051995272364,1330,1430,1480,1627,180.3587,183.427,188.8578,TP1_c.jpg,1,17.033774132844798,0.9832723644828734,0.7153120250028651,3,False,0
82,83,31.049413815171363,21.0627705503423,203,183.47112222076044,170,0.9891554244566868,6.148080517777328,6.433944008000772,0.2947659623247844,1338,2979,1507,3151,181.21450000000002,184.427,188.8578,TP1_c.jpg,1,14.288202215257133,0.9825811838830542,0.9555694780887174,3,False,0
83,84,27.634427635789272,21.983557222142082,202,179.5910815471791,168,0.9388444279964843,5.364239968927397,6.72277952412712,0.6027634174750187,1368,2687,1575,2845,177.8558,182.42700000000002,188.8578,TP1_c.jpg,1,17.488214140295955,0.9749423056893989,0.7979199599921263,3,False,0
84,85,26.733023787802452,20.957314300295476,202,184.58432231447054,167,0.9789578658688607,4.747883878988065,7.3100484270747765,0.7603607239099422,1420,861,1622,993,175.2145,177.92409999999998,183.62990000000002,TP1_c.jpg,1,16.42945542440913,0.984771034390507,0.6495010158076341,3,False,0
85,86,27.81688702495881,20.221929348703792,202,187.6345391355426,176,0.981549992792966,5.739903608463952,6.188929865457268,0.37395495783781485,1430,2259,1589,2432,181.35490000000001,184.427,189.21450000000004,TP1_c.jpg,1,14.700653822875902,0.9833424607026088,0.9274468661376339,3,False,0
86,87,28.454133249819584,20.603595243556473,202,179.85782648227018,167,0.987524219082274,5.5444955588715885,6.545635601939438,0.5315095816754077,1440,126,1598,302,183.427,186.42700000000002,192.21450000000002,TP1_c.jpg,1,14.919032438389054,0.9839079103348762,0.8470522797249489,3,False,0
87,88,26.01544096621778,21.820221175234597,202,182.61399560347536,170,0.9013539651837524,5.376156170015992,6.363846023850919,0.535087397028054,1452,1163,1633,1324,174.4971,178.8558,184.427,TP1_c.jpg,1,18.30151765462758,0.9756300885965118,0.8447967078189532,3,False,0
88,89,26.406230851976417,20.613185082295306,202,187.83102150260405,157,0.9593845849411299,5.318566812754452,6.442729216879248,0.5643808124561872,1495,1847,1648,2013,178.427,181.42700000000002,186.21450000000002,TP1_c.jpg,1,16.091027970588208,0.9834644237076068,0.8255145659110408,3,False,0
89,90,23.323484157350798,18.321653530140757,202,181.6009107361784,161,0.9875468434707408,5.223027051536639,5.694938913998536,0.3985770102910202,1516,1368,1668,1512,184.2145,187.85780000000003,192.77790000000002,TP1_c.jpg,1,14.39248895293043,0.9806060754464279,0.9171348684176566,3,False,0
90,91,27.62898108685884,21.195087393059165,202,181.26933123059484,166,0.971512017619458,5.55654965302952,6.402961336356799,0.4968973223446861,1521,484,1694,637,176.8558,180.42700000000002,186.85580000000002,TP1_c.jpg,1,16.259438890892845,0.9802069535047413,0.8678093402624111,3,False,0
91,92,32.703803052790676,21.685281904035623,204,186.64260138229662,175,0.990065542685189,6.172972260582621,6.753079455702055,0.40549472696716404,1524,984,1705,1156,175.0683,179.0,187.38895000000002,TP1_c.jpg,1,14.37910601707123,0.9780351955307263,0.9140973834345141,3,False,0
92,93,26.50835364442205,20.06012948483478,202,181.02321758783646,168,0.9706336939721792,5.581187084584581,6.089079520679245,0.3998292989952373,1525,3050,1693,3208,181.42700000000002,185.427,191.8578,TP1_c.jpg,1,15.180452182967365,0.978428168497576,0.9165896200944986,3,False,0
93,94,26.675835024032896,19.905110660968482,202,186.3955898116482,172,0.9857602898259031,5.265581136030866,6.464870522178118,0.5801756945358981,1551,703,1718,864,176.8558,180.42700000000002,185.1328,TP1_c.jpg,1,14.852897015911328,0.9802069535047413,0.8144913526058999,3,False,0
94,95,26.008632780054736,19.99003742075317,202,185.23496152033925,174,0.9785348360655738,4.891371776649515,6.814035251105814,0.696210424723693,1683,2763,1830,2937,182.42700000000002,186.21450000000002,191.2145,TP1_c.jpg,1,15.364190784744165,0.9796605527496517,0.7178377563948939,3,False,0
95,96,29.53799648697594,20.846613193284405,202,178.5391139999078,165,0.9832298418166161,5.76712889839882,6.545140344268624,0.47287143677215954,1688,380,1865,542,180.92409999999998,184.427,189.85780000000003,TP1_c.jpg,1,14.71261877297729,0.9810065771280777,0.8811314341714483,3,False,0
96,97,28.733268882504323,20.677395981563855,202,184.92460430290967,165,0.9865357643758765,5.307364876200413,6.90302850627933,0.6394341610392549,1698,2152,1886,2300,172.06830000000002,177.84620000000004,183.92410000000004,TP1_c.jpg,1,14.880127504000457,0.967511816389667,0.7688458582160824,3,False,0
97,98,34.399041407388246,22.611949740648456,202,181.83497605193367,170,0.9851427234440805,6.1350875357306816,7.1676000913403755,0.5170631658994628,1712,2940,1909,3108,180.21450000000002,183.92410000000004,189.92410000000004,TP1_c.jpg,1,14.86379416851408,0.9798308106441732,0.8559472428076538,3,False,0
98,99,22.987159760896503,18.972561659542574,202,182.55858310626704,170,0.9740926663204662,5.173357021990517,5.7654071320373275,0.4414010698777803,1720,759,1880,916,177.92409999999998,180.92409999999998,185.427,TP1_c.jpg,1,15.659094018977942,0.9834184611115933,0.8973099216607108,3,False,0
99,100,23.846352854672457,18.76599414122351,202,178.320276366128,167,0.9829376438233148,5.030868179846383,6.053439876480007,0.5561589676128512,1744,2346,1910,2485,178.427,182.21450000000004,185.85199999999998,TP1_c.jpg,1,14.767983106457821,0.9792140581567326,0.8310759307932145,3,False,0
100,101,28.331585898884818,20.88613599077021,202,182.7468159753929,173,0.9698876613993381,5.792993677431496,6.277080537965066,0.38508705236787827,1749,2510,1912,2689,173.0,176.427,182.4971,TP1_c.jpg,1,15.397326439185234,0.9805755354905995,0.922880253390774,3,False,0
101,102,31.38437657439305,22.1259138411926,204,187.7859343138531,178,0.9633855799373041,5.771933215231108,6.971249339349578,0.5607834295548846,1764,1202,1931,1399,179.427,181.9241,185.427,TP1_c.jpg,1,15.598718749357406,0.9862739461126919,0.8279625264084491,3,False,0
102,103,14.550455467654308,16.776183013760367,202,179.86739659367396,166,0.9536813922356091,3.487375827937993,5.81868285155583,0.8004937452226775,1781,3290,1947,3384,184.427,186.8578,191.7136,TP1_c.jpg,1,19.34237159357824,0.9869911772481533,0.5993411081006967,3,False,0
103,104,24.148636320311542,18.587823398612947,216,190.16053002537356,179,0.9892347166443552,5.101084268714986,6.037435083670108,0.5349097994450998,1802,1699,1962,1845,175.0683,178.275,183.0683,TP1_c.jpg,1,14.307523377931496,0.9820126209507782,0.8449091705370485,3,False,0
104,105,36.143298702359715,23.276156382714884,208,185.2692887281495,171,0.9806413477168613,6.3516937513734435,7.275082335255186,0.487585629800366,1901,3034,2095,3217,184.427,188.21450000000004,194.42699999999996,TP1_c.jpg,1,14.989762290768088,0.9798766832523528,0.8730751706538105,3,False,0
105,106,29.853896324941108,21.866525012723123,202,183.29245153933866,170,0.9549631952611176,5.926378179244196,6.479519607383996,0.4042866347067847,1921,135,2101,309,179.427,184.2145,191.1406,TP1_c.jpg,1,16.01616455446002,0.9740112748996415,0.9146323397942271,3,False,0
106,107,25.11267548099835,19.495047990407297,202,183.15767499864447,172,0.9648443630656552,5.420539346745387,5.934289026351378,0.4070027790106661,1932,2213,2091,2368,179.0683,182.42700000000002,187.27900000000002,TP1_c.jpg,1,15.134066317858318,0.9815887999035229,0.9134269198340912,3,False,0
107,108,22.15792268623793,20.193532572995288,202,184.8978061820193,168,0.9085478197755569,4.568759382804319,6.399135673072698,0.7001813131069576,1969,1475,2130,1628,179.2145,182.42700000000002,187.21450000000002,TP1_c.jpg,1,18.40329364583843,0.9823902163605166,0.713965075319386,3,False,0
108,109,21.75487806538582,17.731247626081718,202,187.29110596482442,175,0.9876978239366964,4.891260935326202,5.668163987439018,0.5053137788379237,1973,618,2107,771,182.00000000000003,184.3549,188.21450000000004,TP1_c.jpg,1,14.451799795544051,0.987226268463708,0.8629356783193854,3,False,0
109,110,30.361787012704074,21.618262206030955,202,186.26661583998566,174,0.9743925887082678,5.838938267643639,6.663154715953987,0.48176151440252624,2042,754,2227,923,183.427,186.4232,191.8578,TP1_c.jpg,1,15.39267964079837,0.9839279660471443,0.8763023697563442,3,False,0
110,111,32.773246551653706,22.09905324852257,202,183.25497527940504,174,0.9773419417712267,6.0073567729967206,6.971959644840051,0.5075108374511673,2047,1701,2234,1870,182.00000000000003,186.42700000000002,191.2145,TP1_c.jpg,1,14.901427410046848,0.976253439684166,0.8616453736135388,3,False,0
111,112,47.20523958007108,29.942274597313002,202,178.65034037152418,168,0.9386981479475793,5.6441816210031845,11.061380227872288,0.8600200993703712,2073,1062,2289,1330,179.2145,182.06830000000002,187.0683,TP1_c.jpg,1,18.99237915189807,0.9843256624025157,0.5102601578400737,3,False,0
112,113,23.902179981209407,20.531330688587566,202,185.7001822946337,174,0.9300132450331126,5.534478534200285,5.754747179846031,0.2740199420397249,2098,1932,2260,2110,174.3587,176.8558,182.00000000000003,TP1_c.jpg,1,17.63586167351789,0.9858805874616496,0.9617240099761187,3,False,0
113,114,36.226358573548836,23.080078578324297,203,184.66239428678819,174,0.984568129672119,6.427745320336469,7.2001769456165245,0.4506108842985522,2104,2142,2286,2335,182.21450000000004,185.2145,189.85780000000003,TP1_c.jpg,1,14.70448723407091,0.9838025640541106,0.892720466300441,3,False,0
114,115,25.483040808267862,19.6784635899821,202,181.6650814854395,171,0.978562091503268,5.041867567835783,6.458861159035461,0.625015336171181,2112,332,2262,502,180.21450000000002,183.21450000000002,189.13280000000003,TP1_c.jpg,1,15.19606440125514,0.9836257501453215,0.7806124707886914,3,False,0
115,116,26.407592489209023,19.348982697431016,205,186.1796947509539,174,0.9903993463384742,5.652433254053192,5.951680289875698,0.3130987397373654,2122,3030,2278,3192,177.8558,179.9241,185.0683,TP1_c.jpg,1,14.17710196711304,0.9885045972162705,0.9497205795258273,3,False,0
116,117,32.46279326261897,22.04008720621826,202,183.40572962543519,169,0.9751717931937173,6.222616898398526,6.672027083514557,0.36080149862252714,2149,2712,2325,2891,180.35490000000001,184.852,192.277,TP1_c.jpg,1,14.963759899770134,0.9756718888624414,0.9326426317683201,3,False,0
117,118,24.444111599787583,19.529325930928866,202,183.24108734402853,171,0.961285140562249,5.529892452018853,5.6928683541296925,0.2375638797024837,2157,134,2307,298,179.427,182.35870000000003,187.21450000000002,TP1_c.jpg,1,15.602717642631157,0.9839234431919067,0.971371917990583,3,False,0
118,119,21.644585449544532,19.68868973656976,202,184.4304227478611,156,0.9897882938978829,3.8275664485969054,7.550025658609969,0.8619691570742587,2165,3286,2367,3384,179.0683,182.42700000000002,187.0683,TP1_c.jpg,1,17.909536980809424,0.9815887999035229,0.5069607206211265,3,False,0
119,120,28.045642080037037,20.481318177173275,202,177.20279652376558,163,0.9843249701314217,5.361674136545838,6.677706545998259,0.5960847839273673,2177,616,2347,776,180.06830000000002,184.06830000000002,188.9241,TP1_c.jpg,1,14.957204155906936,0.9782689360416759,0.8029214970159061,3,False,0
120,121,18.620389155921078,17.148709007469037,202,179.90998171846434,169,0.9704776098218721,4.881556324948694,5.036054993959624,0.2457963611374708,2224,2314,2366,2458,171.85580000000002,175.427,181.9241,TP1_c.jpg,1,15.793344497815507,0.9796428143900313,0.9693214889042635,3,False,0
121,122,21.885595239716235,20.033268892164745,202,186.0424314067069,175,0.9385145392969754,4.177915802357935,7.071388416056832,0.8068035977628295,2237,1443,2365,1632,174.8558,177.8558,183.92410000000004,TP1_c.jpg,1,18.337717485402024,0.9831324027667357,0.5908197310829711,3,False,0
122,123,20.589316594272955,17.977337941886592,202,178.87024667680708,166,0.9729747120519915,4.30921888292133,6.1290309351621355,0.7111075642705734,2263,264,2412,416,182.42700000000002,185.85580000000002,189.85580000000004,TP1_c.jpg,1,15.696717178397805,0.9815512886872511,0.7030832326525589,3,False,0
123,124,32.43011396903637,22.036378532292495,202,186.10576478985598,149,0.9852320675105485,5.648973826897788,7.318856137962986,0.6358188148949402,2288,2562,2449,2756,173.85580000000002,176.35870000000003,183.0683,TP1_c.jpg,1,14.973798096489105,0.985807901736631,0.7718383474702419,3,False,0
124,125,26.720769052708977,20.06383815876055,202,180.84432327761925,170,0.976755761286148,5.8059931883086575,5.905748603223117,0.18302230821595655,2289,2930,2448,3092,182.9241,185.427,190.21450000000002,TP1_c.jpg,1,15.06534489583204,0.9865019657331457,0.9831087603593528,3,False,0
125,126,20.073256083114337,17.816624323461227,204,187.33435083435083,174,0.9843092742204714,4.11040405080831,6.245272500362095,0.7528759174219247,2334,101,2461,263,176.427,179.2107,184.9226,TP1_c.jpg,1,15.81368269148794,0.984466887300814,0.6581624821927294,3,False,0
126,127,27.40431094347844,20.35795486534642,202,183.66332107721357,172,0.980225988700565,5.32001406877205,6.581066206507185,0.5886585465152196,2354,2133,2528,2291,182.06830000000002,187.35490000000001,192.4971,TP1_c.jpg,1,15.123398911736192,0.9717829637762343,0.8083817882749393,3,False,0
127,128,33.68962840919922,21.856035298794637,203,183.41027402796863,172,0.9922598756767596,6.406203031166884,6.698348059172892,0.2921074364404489,2359,2370,2541,2548,178.427,182.42700000000002,188.8578,TP1_c.jpg,1,14.17903080378652,0.9780734211492815,0.9563855109610291,3,False,0
128,129,33.43772552116665,22.4143357532194,202,179.4907765606548,166,0.9849985961253058,5.567402020629146,7.6906034457443,0.6898811476842992,2365,846,2529,1043,178.427,182.06830000000002,187.85780000000003,TP1_c.jpg,1,15.025018580884643,0.9800003625013249,0.7239226492311137,3,False,0
129,130,16.81894309718005,15.91526225945454,202,185.05408031088083,173,0.9850865300263179,4.1982586906922235,5.149554021811176,0.5790859997975252,2379,637,2496,778,174.21450000000002,178.3587,184.06830000000002,TP1_c.jpg,1,15.060136140759454,0.9767648003713865,0.8152664624762267,3,False,0
130,131,22.829209841913915,18.76599414122351,202,183.1259095789097,169,0.9743708955657582,5.029200052124801,5.8207721890360755,0.5034762172237166,2394,1188,2540,1346,181.85580000000004,184.427,188.35490000000001,TP1_c.jpg,1,15.42596255179505,0.9860584404669601,0.8640090848423395,3,False,0
131,132,24.42913359022889,18.998522377022955,202,184.39039072515467,173,0.9818311169485032,5.26726784138544,5.952583237463152,0.46583628490274365,2410,1368,2563,1514,179.427,182.42700000000002,187.0683,TP1_c.jpg,1,14.77513933014028,0.9835550658619611,0.8848709259931699,3,False,0
132,133,28.929344643999944,21.19553733065399,202,183.17259719476607,119,0.976647972786614,5.84441582538527,6.329026242175579,0.38376571486806127,2447,208,2608,392,180.06830000000002,183.85580000000002,189.21450000000004,TP1_c.jpg,1,15.529242306162066,0.979399616438535,0.9234304933733809,3,False,0
133,134,23.23225446276603,18.427559717782408,202,183.53329035283085,173,0.9885283893395134,4.845718194231726,6.113359050860157,0.609684570839371,2484,2768,2629,2925,178.8558,182.21450000000004,188.00000000000003,TP1_c.jpg,1,14.616530552240134,0.9815673286154502,0.792644134577688,3,False,0
134,135,26.948162470554593,20.247253758335347,202,185.4420696276085,172,0.9812097174020823,5.350692108979228,6.4247168145932525,0.5535299760883735,2485,1984,2657,2136,179.427,182.9241,187.21450000000002,TP1_c.jpg,1,15.212587693218996,0.9808822347629426,0.8328292535517737,3,False,0
135,136,37.989678789776825,24.301949366966664,210,182.9510035842294,161,0.9775410812515328,6.092706193311985,7.977898633637504,0.6455735283473641,2493,992,2662,1222,180.06830000000002,185.427,190.852,TP1_c.jpg,1,15.545926205449785,0.9711007566319901,0.7636981206583756,3,False,0
136,137,32.33071445105595,23.870270960699695,202,184.06624831536388,173,0.9179618031392561,6.376567743197029,6.587905846238495,0.2512574584750871,2516,551,2708,736,176.9241,181.21450000000002,188.8578,TP1_c.jpg,1,17.623793516836848,0.9763241903931529,0.9679202909127588,3,False,0
137,138,67.52359036505494,47.890052320960606,255,190.81399475700746,0,0.784838173617156,5.985402904047574,18.78066059497903,0.9478555236558929,2541,2947,2708,3381,180.06830000000002,183.427,188.21450000000004,TP1_c.jpg,1,33.96527197243443,0.981689173349616,0.3187003393079666,3,True,1
138,139,29.15129151291513,21.15882333190429,202,181.58704283245365,139,0.9695226881623041,5.987591447830449,6.2616186047971345,0.2925932024252563,2549,18,2708,186,178.8558,184.2145,248.31027500000002,TP1_c.jpg,1,15.357666214973396,0.9709105417868843,0.9562370092683786,3,False,0
139,140,26.551926035865524,20.035441383052046,202,181.6706153846154,158,0.9833089607180677,5.381264133684675,6.329027546300905,0.5263769217838473,2566,1589,2708,1763,177.0683,179.9221,185.277,TP1_c.jpg,1,15.118259627248515,0.9841386911335517,0.8502513370841362,3,False,0
140,141,22.117073569259677,18.122503359673228,202,186.5449732192329,177,0.9861574889199198,4.941858422646448,5.758611565029124,0.5133683007782617,2577,2341,2708,2492,177.0683,180.85580000000002,186.21450000000002,TP1_c.jpg,1,14.849393478432091,0.9790579013777826,0.8581683912589884,3,False,0
141,142,19.07789926607753,17.418773920120998,205,187.59346227963744,173,0.9850253093363329,4.358311860498164,5.714711397495745,0.6468140307614185,2590,2147,2708,2297,182.9241,185.92409999999998,190.852,TP1_c.jpg,1,15.903935787090996,0.9838643833693428,0.7626477624763393,3,False,0
142,143,8.376792255007421,13.603387587291845,202,185.82542262678803,172,0.9847927004962382,2.0612271753367035,5.538792531958374,0.9281750960393637,2655,910,2708,1065,182.42700000000002,186.852,194.21069999999997,TP1_c.jpg,1,22.091052065839005,0.9763181555455656,0.3721437774467257,3,True,1
143,144,5.76517204286434,12.048327232172623,202,183.35049598488428,173,0.9377630121816168,1.5712572991492002,5.097694662491648,0.9513121922182144,2663,264,2708,403,181.77790000000002,185.0683,190.62990000000002,TP1_c.jpg,1,25.179159965084185,0.9822206180096754,0.30822899431587414,3,True,1
0,1,6.308465298675127,13.047259623754375,201,186.9551046837902,176,0.9668196994991652,1.603441929898705,5.39122976267928,0.9547477616431489,0,1360,42,1515,220.6533,221.7995,223.6533,TP1_d.jpg,1,26.98453199471545,0.9948322696850084,0.2974167305942907,4,True,1
1,2,20.63561226018164,18.268568652649513,201,178.3417354008578,133,0.9897466039707419,4.271027583114942,6.4125460002005275,0.7459138757059003,0,1597,111,1766,183.21450000000002,186.21450000000002,190.8558,TP1_d.jpg,1,16.173040877519895,0.9838895467323974,0.6660424085817681,4,False,0
2,3,5.245026620007898,11.296121464244568,201,186.55347871235722,175,0.9553571428571429,1.5953401244444387,4.627906300346521,0.938704900585827,0,1869,42,1997,177.8558,180.42700000000002,183.85780000000003,TP1_d.jpg,1,24.32825786778842,0.9857493612375087,0.3447217858159715,4,True,1
3,4,7.0151550223989325,13.077828890350176,201,187.6312111801242,179,0.98189441585668,1.8223601422028148,5.260835737363205,0.9380864380269001,0,2171,48,2322,182.42700000000002,186.21450000000002,191.375775,TP1_d.jpg,1,24.38001839434643,0.9796605527496517,0.3464012626853474,4,True,1
4,5,21.71811386010539,18.169443505010577,212,186.4048275862069,165,0.9911757394978872,4.530058488953613,6.22282545764781,0.6856041654655121,0,2338,117,2501,183.21450000000002,187.0683,191.427,TP1_d.jpg,1,15.200614538088118,0.9793989681843478,0.7279745382198053,4,False,0
5,6,6.783676692855489,12.447900188805324,201,187.45564030509834,179,0.9845849802371541,1.8308728981739364,5.0457436041528245,0.9318456450071041,0,2510,48,2651,181.21450000000002,185.7828,191.427,TP1_d.jpg,1,22.84162794398086,0.975410533160228,0.3628549212581994,4,True,1
6,7,22.559605669857437,18.26639616176222,207,187.61027281506517,177,0.9907313281109849,4.923782111648602,5.9045917866914985,0.5519301442812679,0,2874,129,3028,184.427,187.21450000000002,190.427,TP1_d.jpg,1,14.790206602957438,0.9851106618344198,0.8338903500063175,4,False,0
7,8,18.02399204803856,18.419878802590045,201,185.4314421696759,173,0.9151686946902655,3.8344008528916187,6.286096784611066,0.7924158864035891,0,3045,106,3209,184.2145,186.21450000000002,191.2145,TP1_d.jpg,1,18.824460984991894,0.9892596978215981,0.6099811988702718,4,False,0
8,9,27.830503397284893,20.229346696555332,201,186.3494789373257,166,0.9861526584965743,5.79011934615835,6.136281738595939,0.3311230057948354,2,1106,169,1265,182.42700000000002,185.92409999999998,188.8578,TP1_d.jpg,1,14.70424238928275,0.9811907116936429,0.9435875979650185,4,False,0
9,10,31.154259882082215,21.246186149917104,209,183.410270979021,169,0.9912485919764319,5.895183470464774,6.732228416766416,0.4829172513158124,25,454,186,638,181.85580000000004,186.42700000000002,191.2145,TP1_d.jpg,1,14.489203968428852,0.9754799465742624,0.875665991335498,4,False,0
10,11,21.731730232431474,18.130820582714417,215,191.07913533834588,180,0.9809465273509527,4.924789433209506,5.637145237809132,0.48658755577819607,30,960,183,1093,177.8558,182.8558,187.85780000000003,TP1_d.jpg,1,15.126575357170761,0.9726560491928613,0.8736318163630494,4,False,0
11,12,26.930461186530685,20.1719168372895,201,182.91146728688443,171,0.9810515873015873,5.589073433045056,6.1792010471493946,0.4264783973846076,31,685,184,856,186.21450000000002,189.42700000000002,195.2145,TP1_d.jpg,1,15.109515803392126,0.9830409603699578,0.9044977482361448,4,False,0
12,13,17.507931536879944,17.624441563250414,201,188.29491367242184,175,0.9689525244913338,3.7013223318999313,6.288511187951685,0.8084354580127165,37,0,202,94,178.8558,181.42700000000002,186.42700000000002,TP1_d.jpg,1,17.74172692885592,0.9858279087456662,0.5885848368992945,4,False,0
13,14,7.7395460301466485,11.809917831560112,201,171.3177339901478,138,0.9468599033816425,3.083924264442875,3.240960926457978,0.30750561888567346,69,2069,158,2158,184.427,187.427,192.21450000000002,TP1_d.jpg,1,18.020974181809827,0.9839937682404349,0.951546264957064,4,False,0
14,15,25.38500292752005,19.174520628746222,204,189.4805020651183,177,0.9891235144312394,5.675792677582781,5.699215672627081,0.09056950272714442,77,2523,233,2678,158.8735,169.6083,184.90275,TP1_d.jpg,1,14.483442936444549,0.9367082860921311,0.9958901371013562,4,False,0
15,16,29.33102762761945,21.062770550342304,201,186.51822106680285,175,0.9840566468707173,5.5133515289905946,6.805927289572157,0.5863181535083143,96,1855,279,2003,186.21450000000002,188.8578,193.7136,TP1_d.jpg,1,15.125290149691681,0.9860037552062981,0.8100808742752792,4,False,0
16,17,21.771217712177123,18.10549617308286,206,189.10188254424918,177,0.9856975525553295,4.654562479747897,5.960833163041677,0.6247089328529035,111,3035,271,3168,182.35870000000003,185.85780000000003,191.21070000000003,TP1_d.jpg,1,15.056989278563286,0.9811732410477257,0.7808577010017808,4,False,0
17,18,45.53178742119525,27.62451876033724,201,177.46921259607046,163,0.9667524357454682,5.897082506087722,9.935706252943804,0.8048161132337734,123,1589,307,1843,184.8578,188.8578,193.42319999999998,TP1_d.jpg,1,16.76002810258644,0.9788200434400909,0.5935242403468302,4,False,0
18,19,16.980977927860458,16.27965740037602,201,178.47438056290594,166,0.9872545915136162,4.204636120541067,5.300972513953271,0.6089846245892759,135,3275,276,3384,171.35870000000003,176.35870000000003,182.42700000000002,TP1_d.jpg,1,15.607301664222245,0.9716486909917118,0.7931820264062082,4,False,0
19,20,35.29363706921202,23.031602249948477,205,186.53873456790123,173,0.9811863572699399,6.6740058905754065,6.760056585452069,0.1590488529839914,138,2711,325,2895,174.42700000000002,177.0683,181.42700000000002,TP1_d.jpg,1,15.029754546395775,0.9850831571772024,0.9872707138188981,4,False,0
20,21,28.011601149221825,20.353159945977005,201,183.74217382850478,171,0.9857683645598735,5.705826883978615,6.281946173991806,0.4183417933926848,153,836,317,1010,182.21450000000004,185.85780000000003,191.427,TP1_d.jpg,1,14.78855555524111,0.9803973790715268,0.9082896806091063,4,False,0
21,22,22.4738225242031,19.116865800682977,202,187.43695849742502,175,0.9816808422054363,5.033693548276584,5.7389123310232195,0.4802780410798327,170,399,321,541,180.06830000000002,183.21450000000002,187.85580000000004,TP1_d.jpg,1,16.26134395462754,0.9828277783690702,0.877116299732549,4,False,0
22,23,35.84510014841846,23.381162695166882,201,182.96550807217474,170,0.9788792622615551,6.5258670195496045,7.033098716287984,0.3728805759621408,170,2041,355,2222,184.3587,186.35870000000003,191.3549,TP1_d.jpg,1,15.251143579298487,0.9892680084160277,0.9278793434871488,4,False,0
23,24,16.409090290164894,16.784500236801552,201,188.63256161314413,176,0.950469279911665,3.8247849173919817,5.754149198069734,0.7471100725727349,172,1045,279,1202,179.2145,182.21450000000004,186.21450000000002,TP1_d.jpg,1,17.1684988757753,0.983535887648897,0.6647003380925594,4,False,0
24,25,23.895371795046362,18.84350355315666,201,186.22981366459626,175,0.984184846615445,5.333502304372427,5.714069461032179,0.35884223507430824,189,1349,336,1504,186.21450000000002,188.8578,191.85199999999998,TP1_d.jpg,1,14.859682000488357,0.9860037552062981,0.9333982270857787,4,False,0
25,26,29.314687980828147,20.86298407202595,201,186.85224580797993,177,0.9817145462836298,5.777808019547895,6.477930903367478,0.4521896061567096,203,2407,361,2581,183.21450000000002,185.2145,189.42700000000002,TP1_d.jpg,1,14.847986943414574,0.989201709369407,0.8919218351872767,4,False,0
26,27,30.6545390177149,21.74642043722721,201,183.64651534668857,172,0.9736193400510315,5.901417164046582,6.650122767562285,0.4609718283945228,253,3138,435,3309,183.85780000000003,186.21450000000002,190.3549,TP1_d.jpg,1,15.426974829383864,0.9873441649280803,0.8874147696689585,4,False,0
27,28,26.83378494301548,19.820820209032625,203,187.09971076267317,173,0.9884636605306716,5.379774866550904,6.355436294923473,0.5324142275513948,281,1118,446,1274,179.2145,183.21450000000002,188.42700000000002,TP1_d.jpg,1,14.640682057827041,0.9781676668604284,0.8464839574976312,4,False,0
28,29,28.05245026620008,20.33000802723274,204,188.01407630327154,176,0.9896719027717731,5.629068182593363,6.346706576121516,0.4619087848367024,286,557,448,723,182.8558,186.42700000000002,191.9241,TP1_d.jpg,1,14.733444760272398,0.9808439764626367,0.88692743473786,4,False,0
29,30,23.497773723124684,18.769702815149277,201,184.7029611172278,171,0.9835290094608458,5.242878904103613,5.71818145509089,0.39916589200157626,297,1823,444,1977,183.92410000000004,187.21450000000002,192.71359999999999,TP1_d.jpg,1,14.992983927763108,0.9824244382780182,0.9168787218943331,4,False,0
30,31,27.588131969880585,19.91994535667156,201,184.68876166033266,174,0.9890651696363193,5.831755017007866,6.03412411640026,0.25680756953354494,316,92,477,251,181.21450000000002,184.2145,188.8578,TP1_d.jpg,1,14.383149371838325,0.9837146370128304,0.966462556041502,4,False,0
31,32,23.60125815280293,18.575161193797168,215,188.0067501298102,173,0.9893264840182648,4.836131556862512,6.227075955855411,0.6299575004765976,321,808,489,945,181.0683,183.92410000000004,188.21450000000004,TP1_d.jpg,1,14.619416098144372,0.9844729429150392,0.7766296077238348,4,False,0
32,33,27.002627959858934,20.155545958547954,201,186.3281730623771,175,0.9850976106502409,5.513786467999177,6.272077619812632,0.47663648616723175,347,2726,509,2885,181.85580000000004,186.42700000000002,193.85780000000003,TP1_d.jpg,1,15.044685039213533,0.9754799465742624,0.87910048347965,4,False,0
33,34,29.837556678149806,21.41323087075036,201,184.17003605165883,174,0.9701598264488422,5.976989318311367,6.39894331834266,0.3571192487361347,386,263,572,426,182.42700000000002,185.427,190.71359999999999,TP1_d.jpg,1,15.36742640391321,0.9838211263731821,0.9340588001738106,4,False,0
34,35,27.235467926634986,20.034130168810986,201,182.34541545845414,169,0.9909829567974633,5.306045428289517,6.579027638924209,0.5912217252547719,434,3212,577,3384,180.35490000000001,183.35490000000001,188.21450000000004,TP1_d.jpg,1,14.736900159087972,0.9836382883686228,0.8065090647889651,4,False,0
35,36,32.868561157936306,22.6193670885,201,184.5626579394341,171,0.9817390597039206,5.5391081358059875,7.610390876655902,0.6857523956784947,447,896,646,1064,177.2145,181.21450000000002,187.63370000000003,TP1_d.jpg,1,15.566113923449901,0.9779267111627379,0.7278349069818,4,False,0
